"recipient","pic_seen","site_duration","spend","register"
2981,"Captain America",10.8,19.92,1
2982,"Captain America",11,19.42,0
2983,"Ironman",24.2,16.9,0
2984,"Spiderman",23.71,13.6,0
2985,"Spiderman",26.91,7.4,0
2986,"Spiderman",24.01,10.9,0
2987,"Ironman",25.3,15.2,0
2988,"Spiderman",24.61,15.2,1
2989,"Captain America",10.9,15.62,1
2990,"Ironman",24.5,16.1,1
2991,"Spiderman",21.51,13.9,1
2992,"Ironman",24.5,17,1
2993,"Ironman",23.5,17.8,0
2994,"Ironman",22.6,17.2,1
2995,"Spiderman",29.41,19.2,0
2996,"Ironman",23.3,17.1,0
2997,"Ironman",25.5,19,1
2998,"Spiderman",24.01,16.5,1
2999,"Captain America",10.7,19.12,0
3000,"Spiderman",18.81,13.7,1
3001,"Captain America",11.8,17.92,0
3002,"Ironman",22.2,17.3,0
3003,"Ironman",25.5,17.9,1
3004,"Spiderman",20.31,10.2,1
3005,"Captain America",11,18.52,0
3006,"Ironman",25,16.3,0
3007,"Spiderman",23.21,14,1
3008,"Spiderman",25.81,14.2,0
3009,"Captain America",11.3,13.82,0
3010,"Ironman",22,15.9,1
3011,"Ironman",18.8,16.4,0
3012,"Spiderman",19.81,16.3,0
3013,"Spiderman",18.81,16.4,0
3014,"Spiderman",24.31,13.5,1
3015,"Ironman",22.8,14.6,0
3016,"Ironman",21.7,16.4,1
3017,"Ironman",21.8,18.1,0
3018,"Spiderman",29.21,14,0
3019,"Spiderman",22.51,20.9,0
3020,"Spiderman",28.61,11.8,0
3021,"Captain America",11.3,17.62,0
3022,"Spiderman",25.71,16.4,0
3023,"Captain America",11.1,18.62,0
3024,"Spiderman",27.71,13.6,0
3025,"Ironman",23.1,17.3,1
3026,"Ironman",18.8,15.7,0
3027,"Captain America",11.4,11.72,1
3028,"Ironman",24.4,17.5,0
3029,"Captain America",11.2,18.22,0
3030,"Captain America",11.4,21.02,0
3031,"Captain America",11,15.02,1
3032,"Ironman",24.9,17,0
3033,"Spiderman",17.41,13.9,0
3034,"Spiderman",22.71,14.7,0
3035,"Ironman",25.1,16.6,1
3036,"Spiderman",23.41,16.9,1
3037,"Ironman",23.8,16.5,1
3038,"Ironman",23.6,15.8,1
3039,"Spiderman",24.61,10.6,0
3040,"Ironman",20.7,17.1,1
3041,"Ironman",20.2,15.3,0
3042,"Ironman",21.6,17.2,0
3043,"Ironman",21.2,16.9,0
3044,"Spiderman",26.01,11.7,1
3045,"Spiderman",27.81,15.9,0
3046,"Captain America",11.5,18.62,0
3047,"Ironman",23.8,17.7,1
3048,"Ironman",26.1,17,1
3049,"Ironman",19.6,16.2,1
3050,"Ironman",21,16.1,0
3051,"Spiderman",19.51,14.2,1
3052,"Ironman",26.8,16.5,1
3053,"Captain America",11.2,19.42,0
3054,"Ironman",21.7,14.9,0
3055,"Captain America",10.9,11.72,0
3056,"Ironman",22.9,16.5,0
3057,"Spiderman",21.31,14,0
3058,"Captain America",11,16.02,0
3059,"Ironman",26.5,16.8,0
3060,"Ironman",21.7,18.4,0
3061,"Ironman",20.8,17.1,1
3062,"Spiderman",25.61,11.3,0
3063,"Spiderman",24.11,11.4,1
3064,"Captain America",10.6,13.02,0
3065,"Spiderman",30.31,15.1,1
3066,"Ironman",26,16.2,0
3067,"Spiderman",29.21,15.9,1
3068,"Ironman",25.8,18.5,0
3069,"Captain America",11.1,21.82,1
3070,"Captain America",10.9,24.72,0
3071,"Spiderman",26.61,16.5,1
3072,"Captain America",11.1,16.42,0
3073,"Captain America",11.3,16.22,1
3074,"Ironman",21.3,18.2,0
3075,"Spiderman",29.01,14.5,1
3076,"Captain America",10.7,20.72,0
3077,"Spiderman",27.61,12.9,1
3078,"Captain America",11,22.32,1
3079,"Captain America",10.6,16.72,1
3080,"Ironman",19,15.6,1
3081,"Ironman",23.3,15.5,1
3082,"Captain America",10.8,15.42,1
3083,"Captain America",11.1,15.42,1
3084,"Captain America",11.6,19.42,1
3085,"Spiderman",21.81,15.6,0
3086,"Captain America",10.3,21.22,0
3087,"Ironman",22.5,17,0
3088,"Ironman",26,17,0
3089,"Spiderman",24.01,14.7,0
3090,"Ironman",24,18.5,0
3091,"Ironman",21.3,18,1
3092,"Spiderman",20.31,16.8,1
3093,"Ironman",21.8,16.2,0
3094,"Captain America",11.8,19.82,0
3095,"Captain America",11.6,16.72,0
3096,"Ironman",20.1,18,0
3097,"Ironman",27.8,17.6,0
3098,"Ironman",22,17.9,0
3099,"Ironman",23.1,16.9,1
3100,"Captain America",10.8,20.32,0
3101,"Spiderman",24.81,14.6,0
3102,"Spiderman",27.41,13.3,0
3103,"Ironman",22.4,15.8,1
3104,"Captain America",11.4,21.42,1
3105,"Captain America",11.1,21.52,0
3106,"Spiderman",25.01,15.2,1
3107,"Ironman",22.6,17.5,0
3108,"Spiderman",18.91,11.7,0
3109,"Captain America",11.1,12.92,0
3110,"Spiderman",24.31,13.3,0
3111,"Ironman",25.6,16.3,1
3112,"Ironman",23.2,16.5,0
3113,"Spiderman",25.21,13.3,1
3114,"Spiderman",21.61,13.6,1
3115,"Captain America",11,15.72,0
3116,"Spiderman",19.61,11.5,0
3117,"Captain America",12.7,14.62,0
3118,"Spiderman",25.61,17.9,1
3119,"Spiderman",28.01,14.8,0
3120,"Spiderman",22.91,12.8,0
3121,"Spiderman",21.11,16.1,0
3122,"Captain America",11,20.52,0
3123,"Captain America",11,20.52,0
3124,"Captain America",11.5,17.22,0
3125,"Spiderman",22.21,14.9,1
3126,"Captain America",11.4,18.22,0
3127,"Ironman",23.1,17.5,0
3128,"Captain America",10.1,20.42,1
3129,"Spiderman",24.01,13.3,0
3130,"Ironman",22.3,16.9,1
3131,"Captain America",11.3,17.72,0
3132,"Captain America",10.2,19.62,0
3133,"Spiderman",24.81,11.7,0
3134,"Ironman",23.9,17.6,1
3135,"Spiderman",21.11,14.2,0
3136,"Ironman",25.7,16.4,1
3137,"Captain America",11.5,20.42,0
3138,"Captain America",10.9,18.12,1
3139,"Ironman",20.4,15.3,0
3140,"Ironman",23.8,16.9,0
3141,"Captain America",11.2,16.62,1
3142,"Captain America",11,20.82,0
3143,"Ironman",22.8,15.6,0
3144,"Spiderman",22.61,13.1,0
3145,"Captain America",10.2,21.82,0
3146,"Ironman",23.9,16.6,1
3147,"Ironman",24.4,15.8,0
3148,"Spiderman",21.71,13,0
3149,"Captain America",10.8,13.72,0
3150,"Spiderman",24.41,15.6,1
3151,"Captain America",10.2,18.62,0
3152,"Ironman",24.4,17.4,1
3153,"Spiderman",28.41,12.2,0
3154,"Spiderman",31.21,13.4,0
3155,"Spiderman",20.21,14.7,0
3156,"Captain America",9.9,19.72,1
3157,"Captain America",10.5,18.62,0
3158,"Spiderman",23.11,14.1,0
3159,"Spiderman",18.91,13.7,0
3160,"Ironman",19.8,16.9,1
3161,"Spiderman",24.91,13.1,0
3162,"Spiderman",23.11,15,1
3163,"Spiderman",30.21,11.2,0
3164,"Captain America",11.5,13.72,0
3165,"Spiderman",20.81,17.6,0
3166,"Ironman",23.8,16.7,0
3167,"Spiderman",26.61,15.7,0
3168,"Ironman",24.7,17.5,1
3169,"Ironman",24.2,17.8,1
3170,"Ironman",26.4,16.6,1
3171,"Captain America",12.6,20.52,0
3172,"Ironman",20.7,17.5,0
3173,"Captain America",10.5,18.22,0
3174,"Captain America",11.1,19.62,0
3175,"Captain America",11,21.62,0
3176,"Captain America",10.4,23.52,1
3177,"Captain America",11.7,19.22,1
3178,"Ironman",19.7,16.7,0
3179,"Captain America",11.3,21.62,1
3180,"Captain America",11.4,18.12,0
3181,"Spiderman",23.51,14.9,0
3182,"Ironman",18.1,18.2,1
3183,"Spiderman",29.61,16.1,0
3184,"Spiderman",26.71,13.2,0
3185,"Captain America",11,20.52,0
3186,"Captain America",11.4,16.42,1
3187,"Ironman",23.5,15.7,1
3188,"Ironman",23.7,15.4,0
3189,"Ironman",24.3,17.1,0
3190,"Captain America",10.8,19.62,1
3191,"Spiderman",23.11,11.2,0
3192,"Captain America",11.3,20.42,0
3193,"Ironman",25.8,17.5,0
3194,"Captain America",10.3,19.42,1
3195,"Captain America",10.9,15.12,0
3196,"Spiderman",26.01,16.2,0
3197,"Spiderman",24.01,13.5,1
3198,"Captain America",10.5,15.82,1
3199,"Ironman",19.9,16.8,1
3200,"Captain America",10.7,17.52,1
3201,"Captain America",10.9,18.52,1
3202,"Spiderman",18.31,13.2,0
3203,"Spiderman",28.51,13.7,1
3204,"Spiderman",26.31,11.7,1
3205,"Captain America",11.1,16.22,0
3206,"Captain America",10.4,16.72,1
3207,"Ironman",22.1,17.7,0
3208,"Ironman",23.6,16.2,1
3209,"Captain America",11.4,19.02,0
3210,"Ironman",19.1,16.4,1
3211,"Spiderman",22.71,13.9,0
3212,"Ironman",26.9,17.5,1
3213,"Ironman",21.6,17.9,0
3214,"Spiderman",33.31,10.1,0
3215,"Ironman",23.5,17.1,0
3216,"Spiderman",24.51,11,1
3217,"Captain America",11.2,17.52,0
3218,"Spiderman",27.01,17.8,0
3219,"Ironman",19.3,16.3,1
3220,"Captain America",10.6,17.52,0
3221,"Ironman",21.1,17.9,1
3222,"Captain America",10.8,18.22,0
3223,"Ironman",25,16.1,0
3224,"Captain America",10.9,17.92,0
3225,"Ironman",22.5,17.9,1
3226,"Captain America",11.5,18.72,0
3227,"Ironman",21.5,17.7,0
3228,"Captain America",10.9,15.32,0
3229,"Spiderman",24.41,14.4,1
3230,"Captain America",10.2,16.02,0
3231,"Captain America",11.1,22.62,0
3232,"Spiderman",25.01,13.9,1
3233,"Ironman",22.8,16.5,1
3234,"Spiderman",27.91,11.6,1
3235,"Ironman",22.6,17.1,0
3236,"Ironman",30.6,16.4,0
3237,"Spiderman",28.11,10.4,0
3238,"Spiderman",23.11,16.7,0
3239,"Spiderman",26.11,12.9,1
3240,"Ironman",21.3,16.5,0
3241,"Spiderman",19.41,11.1,0
3242,"Ironman",21.7,16.2,1
3243,"Spiderman",19.91,8.8,0
3244,"Captain America",11.8,19.72,0
3245,"Spiderman",18.41,17,1
3246,"Spiderman",24.31,11.3,0
3247,"Ironman",21.7,16.4,0
3248,"Spiderman",24.11,12.9,0
3249,"Captain America",11.1,19.02,0
3250,"Ironman",21,16.2,1
3251,"Spiderman",23.01,13.5,0
3252,"Ironman",24.8,16.5,0
3253,"Ironman",20.9,16,1
3254,"Ironman",21.8,16.2,0
3255,"Spiderman",21.21,12.8,0
3256,"Ironman",23.4,14.8,1
3257,"Captain America",10.8,16.92,1
3258,"Ironman",23.4,18.5,0
3259,"Captain America",10.7,24.42,0
3260,"Ironman",21.8,15.4,0
3261,"Spiderman",25.21,14.8,1
3262,"Captain America",10.9,21.12,0
3263,"Ironman",21,18.2,1
3264,"Captain America",10.6,15.22,0
3265,"Captain America",10.8,21.62,0
3266,"Spiderman",24.91,16.5,1
3267,"Spiderman",18.21,15.6,0
3268,"Captain America",11.5,19.12,0
3269,"Ironman",22.3,16.6,0
3270,"Captain America",10.2,16.72,0
3271,"Spiderman",24.81,13,0
3272,"Captain America",10.7,18.52,0
3273,"Ironman",24.5,16.4,0
3274,"Spiderman",26.71,14.7,0
3275,"Captain America",11.2,12.72,0
3276,"Spiderman",28.21,18.2,0
3277,"Captain America",11.2,16.62,0
3278,"Ironman",24.2,16,0
3279,"Ironman",26.2,16.4,0
3280,"Captain America",10.9,20.22,1
3281,"Ironman",20.1,17.8,1
3282,"Ironman",19.9,17,1
3283,"Spiderman",16.41,16,0
3284,"Ironman",23.4,19.1,1
3285,"Captain America",11.2,20.72,1
3286,"Ironman",21.4,15.6,0
3287,"Captain America",10.6,17.02,0
3288,"Ironman",21.9,16.5,0
3289,"Spiderman",26.51,16,0
3290,"Captain America",10.9,17.42,0
3291,"Spiderman",25.51,10.8,0
3292,"Captain America",11,18.62,0
3293,"Captain America",10.7,17.02,1
3294,"Captain America",10,16.02,0
3295,"Spiderman",15.51,16.8,0
3296,"Spiderman",22.01,12.4,0
3297,"Spiderman",22.71,14.1,0
3298,"Ironman",21.6,16,0
3299,"Captain America",11.4,19.82,0
3300,"Ironman",21.4,16.3,0
3301,"Ironman",23,16.9,0
3302,"Captain America",11.1,16.42,1
3303,"Ironman",19.9,19.2,1
3304,"Captain America",11.4,17.62,0
3305,"Captain America",11,16.02,1
3306,"Ironman",25.9,16.6,0
3307,"Captain America",10.8,20.02,0
3308,"Spiderman",27.01,17.9,1
3309,"Spiderman",23.51,15.8,0
3310,"Spiderman",25.61,14.6,0
3311,"Spiderman",27.91,12.8,1
3312,"Ironman",17.9,16.7,1
3313,"Captain America",11.3,14.82,0
3314,"Spiderman",23.61,14.9,0
3315,"Spiderman",33.41,15.5,0
3316,"Ironman",23,16.6,0
3317,"Spiderman",21.51,15.7,0
3318,"Captain America",11.2,18.82,1
3319,"Ironman",22.1,15,0
3320,"Ironman",23.6,17.4,0
3321,"Ironman",25.4,16,1
3322,"Spiderman",24.21,12.6,1
3323,"Captain America",10.4,18.52,0
3324,"Captain America",11.2,20.72,1
3325,"Spiderman",21.81,12.3,0
3326,"Spiderman",21.91,12.9,1
3327,"Captain America",11.3,15.62,0
3328,"Captain America",10.1,18.42,1
3329,"Captain America",11.8,21.52,0
3330,"Captain America",11.5,21.12,1
3331,"Captain America",10.7,24.22,1
3332,"Ironman",19.9,17.5,0
3333,"Ironman",22.4,16.1,1
3334,"Captain America",11.9,16.52,1
3335,"Ironman",20.4,16.3,0
3336,"Ironman",26.3,16.6,0
3337,"Ironman",21.1,17.6,0
3338,"Spiderman",19.51,13.7,1
3339,"Captain America",11.4,13.02,1
3340,"Captain America",11.6,16.22,0
3341,"Ironman",23.1,16.9,0
3342,"Captain America",10.7,18.02,0
3343,"Ironman",24.4,17.4,0
3344,"Captain America",11.1,18.82,1
3345,"Captain America",11.2,15.72,0
3346,"Captain America",10.9,16.12,0
3347,"Ironman",20.9,14.9,0
3348,"Spiderman",26.11,17.6,0
3349,"Spiderman",23.81,15.9,0
3350,"Spiderman",22.21,13.4,1
3351,"Spiderman",26.51,17.2,0
3352,"Spiderman",24.91,13.5,0
3353,"Spiderman",23.91,13.5,1
3354,"Captain America",10.9,13.92,0
3355,"Ironman",24.2,15.5,1
3356,"Spiderman",34.01,19.6,0
3357,"Captain America",10.4,20.22,0
3358,"Spiderman",26.11,15.8,0
3359,"Ironman",22.5,16.2,1
3360,"Captain America",10.3,17.62,1
3361,"Spiderman",28.41,13.1,1
3362,"Captain America",10.8,21.82,0
3363,"Ironman",24.9,16.7,0
3364,"Spiderman",24.61,12.1,0
3365,"Spiderman",24.51,18.6,1
3366,"Ironman",22.9,17.2,1
3367,"Ironman",22.3,16.3,1
3368,"Captain America",11.8,19.52,1
3369,"Spiderman",21.81,14,1
3370,"Captain America",9.9,19.82,0
3371,"Ironman",19.3,16.9,0
3372,"Ironman",22.5,15.6,1
3373,"Captain America",11.5,18.72,0
3374,"Captain America",10,21.22,1
3375,"Captain America",10.8,16.02,0
3376,"Ironman",21.6,14.9,1
3377,"Spiderman",24.41,14.6,0
3378,"Captain America",11.4,17.62,0
3379,"Ironman",22,17.2,0
3380,"Ironman",22.2,16.6,0
3381,"Captain America",10.7,20.62,0
3382,"Spiderman",20.81,16.9,0
3383,"Spiderman",27.01,13.3,0
3384,"Spiderman",17.81,15.7,0
3385,"Ironman",21,16.2,0
3386,"Captain America",11.3,15.32,0
3387,"Captain America",11.5,19.32,0
3388,"Spiderman",24.61,13.3,1
3389,"Captain America",11.1,21.12,0
3390,"Ironman",20.2,16.6,1
3391,"Ironman",21.1,17.1,1
3392,"Ironman",19.9,17.1,1
3393,"Ironman",23,17.2,0
3394,"Ironman",23.5,17.4,1
3395,"Captain America",10.3,18.92,1
3396,"Captain America",11.8,19.12,1
3397,"Spiderman",23.61,16.8,0
3398,"Captain America",10.9,18.82,1
3399,"Spiderman",14.71,20.5,0
3400,"Ironman",22.9,17.5,0
